date,temp,humidity,wind_speed,meanpressure,meanrainfall,dewpoint
1/1/2000,17.56,68,2.716666667,101.31,0,10.77
1/2/2000,17.47,66.94,2.24,101.25,0,10.11
1/3/2000,17.2,62.94,2.493333333,101.14,0,9.21
1/4/2000,16.99,62.38,3.29,101.17,0,8.79
1/5/2000,16.97,63.31,2.8,101.21,0,8.96
1/6/2000,16.82,62.12,2.57,101.11,0,8.69
1/7/2000,16.37,62.5,3.153333333,101.22,0,8.18
1/8/2000,15.57,56.81,2.673333333,101.23,0,6.09
1/9/2000,16.27,57.81,2.626666667,101.22,0,7.18
1/10/2000,17.41,50,1.896666667,101.19,0,5.91
1/11/2000,18,55.81,2.576666667,101.19,0,8.22
1/12/2000,19.14,54.56,2.143333333,101.15,0,8.96
1/13/2000,20.07,52.62,1.906666667,101.03,0,9.49
1/14/2000,20.94,57.56,1.876666667,100.85,0,11.82
1/15/2000,20.11,57.5,2.493333333,101.04,0,10.1
1/16/2000,20.04,56.81,2.686666667,101.22,0.78,10.69
1/17/2000,17.54,51.06,3.426666667,101.41,0,5.87
1/18/2000,15.46,44.12,2.543333333,101.42,0,2.07
1/19/2000,16.27,55.5,2.72,101.08,0,6.33
1/20/2000,17.34,54.38,2.923333333,100.92,0,6.91
1/21/2000,18.89,74.62,2.973333333,101.27,0.04,13.62
1/22/2000,20.42,70.62,1.903333333,101.24,1.48,14.32
1/23/2000,20.71,76.25,2.556666667,101.19,2.78,16.01
1/24/2000,20.03,71.56,2.373333333,101.43,1.18,13.94
1/25/2000,19.25,60.25,2.47,101.57,0,10.37
1/26/2000,19.17,58.19,2.816666667,101.52,0,9.56
1/27/2000,18.98,57.31,2.73,101.39,0,9.05
1/28/2000,20.77,44.69,1.773333333,101.32,0,7.53
1/29/2000,19.46,59.25,1.546666667,101.28,2.22,10.65
1/30/2000,18.94,52.81,1.84,101.52,0,8.39
1/31/2000,18.92,52.12,1.9,101.6,0,7.83
2/1/2000,19.58,49.38,1.606666667,101.36,0,7.54
2/2/2000,19.69,63.62,3.216666667,101.31,0.31,11.76
2/3/2000,21.65,70.81,2.156666667,101.4,0.1,15.48
2/4/2000,21.54,69.25,2.546666667,101.24,1.58,14.98
2/5/2000,20.95,75.81,2.386666667,101.12,18.29,16.12
2/6/2000,21.33,71.31,2.646666667,101.03,3.4,15.4
2/7/2000,20.23,73.56,1.96,101.09,0.65,15.05
2/8/2000,19.99,61.62,2.33,101.13,0,11.28
2/9/2000,19.7,52.38,2.43,101.13,0.02,8.87
2/10/2000,20.28,55.25,2.2,101.22,0.03,10.64
2/11/2000,19.45,47.12,2.74,101.17,0,6.55
2/12/2000,19.37,48.75,2.65,101.14,0.48,7.51
2/13/2000,20.72,60.44,3.683333333,101.07,0.04,12.36
2/14/2000,20.87,55.81,3.943333333,101.13,0.28,10.88
2/15/2000,19.23,49.19,4.173333333,101.23,0,6.18
2/16/2000,18.37,39.81,2.703333333,101.06,0,2.84
2/17/2000,20.47,37.5,1.783333333,100.86,0,4.37
2/18/2000,20.7,42.88,1.81,100.92,0.4,6.94
2/19/2000,19.32,43.81,2.516666667,101.05,0,4.07
2/20/2000,19.61,34.5,2.266666667,101.08,0,2.29
2/21/2000,20.25,38.06,2.323333333,101.18,0,4.54
2/22/2000,20.22,39.88,2.553333333,101.19,0,4.84
2/23/2000,21.32,34.94,2.95,101.19,0,4.02
2/24/2000,21.19,36.12,2.773333333,101.2,1.24,4.51
2/25/2000,20.51,35,3.2,101.09,0,2.58
2/26/2000,19.51,36,2.706666667,101.02,0,2.73
2/27/2000,19.26,50.38,3.023333333,101.1,0,6.95
2/28/2000,20,38.12,3.273333333,101.18,0,3.44
2/29/2000,20.82,35.75,2.336666667,101.07,0,3.33
3/1/2000,22.46,37.06,1.596666667,100.86,0,5.61
3/2/2000,22.83,66.25,3.286666667,100.77,4.95,15.03
3/3/2000,25.1,69.25,2.576666667,100.81,4.83,17.95
3/4/2000,25.93,64.69,3.21,100.92,1.1,17.23
3/5/2000,26.33,64.94,3.843333333,100.78,1.34,17.76
3/6/2000,26.76,62,2.683333333,100.72,0.27,17.33
3/7/2000,26.91,55.5,2.106666667,100.84,0.01,15.12
3/8/2000,26.14,60.38,3.326666667,100.66,5.62,16.69
3/9/2000,25.01,51,3.25,100.61,3.22,11.54
3/10/2000,23.3,34.69,2.843333333,100.73,0,4.74
3/11/2000,23.3,42.75,2.65,100.72,0,8.04
3/12/2000,25.32,72.81,4.293333333,100.48,11.82,19.2
3/13/2000,25.12,82.5,5.596666667,100.49,36.6,21.61
3/14/2000,25.75,78.25,5.81,100.56,15.76,21.17
3/15/2000,25.64,54.19,2.503333333,100.66,0.85,13.3
3/16/2000,23.77,38.5,2.07,100.7,1.75,7.23
3/17/2000,23.04,37.56,2.573333333,100.64,0.03,5.83
3/18/2000,24.21,53.81,2.723333333,100.71,0,12.06
3/19/2000,25.6,61.44,2.69,100.74,0,16.13
3/20/2000,25.79,57.94,2.963333333,100.74,0,15.57
3/21/2000,24.35,33.19,2.766666667,100.94,0,4.9
3/22/2000,25.13,32,2.596666667,100.89,0,5.22
3/23/2000,24.9,38,4.09,100.91,0,8.15
3/24/2000,25.2,51.88,3.98,101,0,13.97
3/25/2000,25.82,41.5,3.786666667,101.06,0.01,10.08
3/26/2000,25.15,36.81,3.076666667,101.1,0,8.23
3/27/2000,28.26,26.94,0.973333333,101,0,6.44
3/28/2000,28.02,36.38,1.583333333,100.95,0,9.61
3/29/2000,27.6,48.5,1.923333333,100.92,0.06,13.26
3/30/2000,27.43,61.69,3.496666667,100.78,0,18.01
3/31/2000,28.19,60.38,3.306666667,100.65,0,18.34
4/1/2000,29.24,56.12,4.406666667,100.37,0.01,17.75
4/2/2000,29.92,59.31,5.86,100.22,0.03,19.03
4/3/2000,30.04,61.19,5.07,100.41,0.27,19.63
4/4/2000,29.91,58.12,4.843333333,100.34,0.1,18.07
4/5/2000,30.41,58.88,4.953333333,100.31,1.42,19.08
4/6/2000,30.76,58.44,4.85,100.36,0.63,19.6
4/7/2000,30.59,59.5,4.763333333,100.66,0.48,20.26
4/8/2000,31.06,57.12,4.506666667,100.49,0,19.23
4/9/2000,31.32,58.38,4.82,100.29,0.02,20.23
4/10/2000,31.23,60.62,4.776666667,100.34,0.33,21.47
4/11/2000,31.58,58.5,4.19,100.41,0.01,20.73
4/12/2000,29.47,62.75,2.796666667,100.51,1.99,20.87
4/13/2000,30.41,55.81,3.036666667,100.33,0.11,19.27
4/14/2000,29.08,63.19,2.083333333,100.3,14.44,20.73
4/15/2000,28.21,64.94,2.083333333,100.53,11.6,20.53
4/16/2000,29.01,63.88,2.236666667,100.53,2.81,20.63
4/17/2000,29.62,62.81,3.393333333,100.48,6.02,20.95
4/18/2000,30.42,60.94,3.63,100.5,4.06,21.23
4/19/2000,31.06,59.69,4.133333333,100.51,3.5,21.33
4/20/2000,30.12,64,3.993333333,100.36,6.6,21.86
4/21/2000,30.13,65,4.736666667,100.32,5.48,22.09
4/22/2000,29.32,67.88,4.033333333,100.35,0.13,22.22
4/23/2000,30.26,67.62,5.046666667,100.26,5.68,22.73
4/24/2000,27.38,81.12,4.836666667,100.29,25.58,23.7
4/25/2000,28.04,73.31,4.106666667,100.2,14.7,22.22
4/26/2000,26.6,81.94,3.066666667,100.34,37.34,23.11
4/27/2000,28.12,76.75,3.78,100.22,7.98,23.23
4/28/2000,28.36,78.81,4.723333333,100.14,7.3,24
4/29/2000,28.81,80.38,5.54,100.26,9.11,24.75
4/30/2000,28.23,81.5,6.71,100.43,6.11,24.55
5/1/2000,28.56,81.81,6.1,100.38,19.46,24.88
5/2/2000,27.77,84.69,5.006666667,100.59,25.82,24.8
5/3/2000,26.82,84.44,2.613333333,100.83,1.41,23.8
5/4/2000,26.3,80.75,2.336666667,100.75,0.01,22.58
5/5/2000,28.28,68.81,1.906666667,100.8,1.04,21.33
5/6/2000,28.48,71.88,2.033333333,100.8,3.13,22.43
5/7/2000,27.89,77.88,2.676666667,100.76,1.49,23.39
5/8/2000,27.76,78.38,1.876666667,100.64,0.26,23.5
5/9/2000,29.35,71,1.49,100.56,0.05,23.26
5/10/2000,29.88,72,2.013333333,100.41,0.51,23.85
5/11/2000,30.22,70.81,1.903333333,100.24,0.31,23.8
5/12/2000,31.03,67.62,2.146666667,100.17,0,23.66
5/13/2000,32.23,62.62,1.336666667,100.09,0.83,23.29
5/14/2000,32.52,62.88,2.11,100.08,3.82,23.85
5/15/2000,30.89,68.5,2.47,100.1,3.6,24.15
5/16/2000,29.32,75.56,2.706666667,100.11,0.62,24.3
5/17/2000,29.93,73.75,3.68,99.92,6.91,24.38
5/18/2000,28.82,84.06,4.696666667,99.78,22.86,25.74
5/19/2000,28.23,89.06,4.63,99.9,34.21,26.19
5/20/2000,27.73,89.5,3.386666667,100.13,42,25.81
5/21/2000,27.99,87.31,3.533333333,100.12,37.06,25.58
5/22/2000,27.05,90.12,3.803333333,100.23,28.53,25.26
5/23/2000,27.59,87.44,4.003333333,100.08,26.07,25.19
5/24/2000,28.66,86.06,2.64,99.79,20.96,25.93
5/25/2000,29.11,88.81,3.66,99.71,27.01,26.95
5/26/2000,28.51,91.31,6.273333333,99.72,35.25,26.94
5/27/2000,27.98,91.69,6.986666667,99.91,48.95,26.49
5/28/2000,27.58,93.75,6.086666667,100.1,23.23,26.5
5/29/2000,27.01,91.94,4.816666667,100.28,9.08,25.58
5/30/2000,27.51,87.75,2.83,100.27,17.7,25.23
5/31/2000,28.01,87.88,2.14,100.13,19.24,25.73
6/1/2000,28.38,88,2.703333333,99.97,3.36,26.14
6/2/2000,29.09,84.19,1.96,100.04,1.33,26.03
6/3/2000,29.9,78.94,1.153333333,99.97,0.04,25.71
6/4/2000,30.05,81.12,1.846666667,99.88,2.73,26.26
6/5/2000,28.59,89,3.336666667,99.98,10,26.56
6/6/2000,27.65,91.88,4.91,100.17,7.97,26.2
6/7/2000,28.13,89.88,4.426666667,100.32,9.25,26.25
6/8/2000,27.92,92.12,3.846666667,100.34,8.63,26.51
6/9/2000,28.76,88.44,4.723333333,100.16,4.15,26.59
6/10/2000,28.3,92.31,4.876666667,99.99,9.43,26.94
6/11/2000,28.25,92.12,5.493333333,99.77,12.1,26.84
6/12/2000,28.48,89.88,4.273333333,99.81,7.35,26.62
6/13/2000,28.65,88.56,4.393333333,99.87,3.48,26.5
6/14/2000,29.05,85.38,3.16,99.92,5.5,26.21
6/15/2000,28.27,86.5,2.61,99.91,8.85,25.66
6/16/2000,28.51,87.06,2.846666667,99.84,11.59,26.05
6/17/2000,28.69,88.56,3.8,99.76,12.15,26.55
6/18/2000,28.1,89.31,5.35,99.8,9.83,26.11
6/19/2000,27.64,91.56,4.893333333,100,7.32,26.13
6/20/2000,27.81,90.88,4.53,100.07,13.78,26.15
6/21/2000,27.94,90.81,5.373333333,100.1,5.05,26.26
6/22/2000,27.45,91.81,5.716666667,100.17,11.7,26
6/23/2000,28.03,91.5,6.553333333,100.02,13.76,26.5
6/24/2000,28.41,89.94,4.733333333,99.77,14.42,26.55
6/25/2000,28.48,89.75,5.46,99.86,9.43,26.58
6/26/2000,28.36,88.5,4.436666667,99.95,6.71,26.2
6/27/2000,28.17,90.38,3.53,99.97,2.71,26.38
6/28/2000,27.48,92.31,2.6,100.13,2.8,26.11
6/29/2000,27.99,89,3.083333333,100.21,5.82,25.94
6/30/2000,28.02,89.06,3.466666667,100.17,2.36,25.98
7/1/2000,28.09,87.62,3.046666667,100.17,2.87,25.76
7/2/2000,28.89,84.75,2.426666667,100.12,0.84,25.91
7/3/2000,29.45,83,2.316666667,100.01,0.03,26.09
7/4/2000,28.86,85.88,2.856666667,99.97,0.27,26.17
7/5/2000,29.24,82.81,3.36,99.94,0.41,25.81
7/6/2000,29,86.19,3.44,99.96,1.55,26.32
7/7/2000,28.55,87.25,3.126666667,99.95,8.1,26.12
7/8/2000,28.86,88.56,4.033333333,99.81,13.12,26.68
7/9/2000,28.65,88.5,4.06,99.65,15.5,26.49
7/10/2000,28.11,92.31,4.216666667,99.59,7.3,26.74
7/11/2000,28.62,88.44,3.413333333,99.59,1.45,26.45
7/12/2000,28.63,88.94,6.896666667,99.72,4.08,26.56
7/13/2000,28.33,89.5,5.623333333,99.89,6.77,26.38
7/14/2000,28.19,88.88,4.266666667,99.87,8.61,26.13
7/15/2000,28.58,89,3.346666667,99.69,2.05,26.51
7/16/2000,28.85,87.31,5.316666667,99.61,0.61,26.44
7/17/2000,28.76,87.81,5.253333333,99.53,3.21,26.46
7/18/2000,27.58,93.25,6.54,99.52,18.1,26.4
7/19/2000,27.55,91.56,5.243333333,99.69,15.3,26.04
7/20/2000,27.55,92.25,4.516666667,99.95,7.59,26.16
7/21/2000,27.33,91.12,2.916666667,100.1,11.14,25.73
7/22/2000,27.62,90.19,4.41,100.04,23.08,25.81
7/23/2000,28.44,88.19,3.996666667,99.8,5.57,26.2
7/24/2000,28.73,88.38,3.816666667,99.67,1.27,26.54
7/25/2000,28.12,89,7.216666667,99.84,2.79,26.1
7/26/2000,27.83,88.38,5.163333333,100.03,2.63,25.65
7/27/2000,27.92,88.31,4.753333333,100.01,1.6,25.72
7/28/2000,27.62,88.31,4.693333333,100.13,0.68,25.43
7/29/2000,28.04,86.81,3.85,100.29,2.94,25.52
7/30/2000,28.14,87.12,4.1,100.33,4.71,25.7
7/31/2000,28.23,88.06,5.666666667,100.23,8.17,25.99
8/1/2000,27.72,91.75,5.746666667,100.11,53.26,26.23
8/2/2000,27.26,92.38,4.853333333,100.16,114.54,25.91
8/3/2000,27.4,92.62,4.91,100.05,42.5,26.09
8/4/2000,28.26,88.94,3.866666667,100.07,12.91,26.19
8/5/2000,28.26,89,4.023333333,100.06,6.47,26.21
8/6/2000,28.77,87.81,3.016666667,100.01,6.23,26.46
8/7/2000,28.67,87.62,2.37,100.03,6.72,26.33
8/8/2000,28.36,87.81,2.32,100.02,12.5,26.08
8/9/2000,27.98,90.62,2.983333333,100.01,7.42,26.27
8/10/2000,27.5,91.19,3.69,100.22,5.55,25.9
8/11/2000,27.7,91.44,4.726666667,100.23,8.67,26.15
8/12/2000,27.24,92.5,4.016666667,100.42,12.66,25.9
8/13/2000,27.62,91.5,4.52,100.51,15.28,26.08
8/14/2000,27.98,90.56,5.276666667,100.37,13.92,26.26
8/15/2000,27.86,90.94,4.693333333,100.22,7.52,26.21
8/16/2000,28.72,89.31,4.17,99.97,4.37,26.71
8/17/2000,28.68,88.94,4.133333333,99.82,3.59,26.59
8/18/2000,28.18,89.44,4.456666667,100,3.25,26.22
8/19/2000,28.08,89.38,4.68,100.07,4.31,26.1
8/20/2000,27.79,90.75,3.536666667,100.05,0.75,26.08
8/21/2000,28.07,86.94,2.463333333,100,1.68,25.57
8/22/2000,27.55,89.62,1.94,100.14,0.8,25.65
8/23/2000,27.65,85.88,1.74,100.22,0.96,24.98
8/24/2000,29.15,83.06,1.213333333,100.09,6.8,25.84
8/25/2000,29.52,84.5,1.47,100.13,1,26.48
8/26/2000,28.87,88.31,2.446666667,100.16,11.42,26.66
8/27/2000,28.69,87.44,3.263333333,100.07,4.87,26.28
8/28/2000,28.16,90.69,3.596666667,99.95,0.86,26.46
8/29/2000,27.73,92,4.23,99.76,2.04,26.3
8/30/2000,27.25,93.94,6.976666667,99.44,10.67,26.21
8/31/2000,28.38,89.25,5.233333333,99.41,27.78,26.4
9/1/2000,27.84,91.38,4.67,99.55,16.37,26.29
9/2/2000,28,92.62,4.153333333,99.72,4.81,26.68
9/3/2000,28.51,89.62,3.746666667,99.95,4.08,26.58
9/4/2000,27.27,92.62,3.79,100.25,3.59,25.97
9/5/2000,27.77,89.25,2.023333333,100.16,5.73,25.78
9/6/2000,27.69,89.19,2.41,100.01,2.57,25.67
9/7/2000,27.78,89.94,4.063333333,100.12,0.16,25.92
9/8/2000,27.54,90.69,4.1,100.26,0.91,25.84
9/9/2000,28.03,91,4.086666667,100.19,8.84,26.38
9/10/2000,28.12,89.62,4.58,100,7.06,26.19
9/11/2000,28.19,89.06,3.686666667,99.89,3.37,26.14
9/12/2000,28.01,87.94,2.643333333,100.02,0.02,25.76
9/13/2000,27.69,89.44,5.426666667,100.1,2,25.75
9/14/2000,26.95,92.69,3.923333333,100.34,5.29,25.66
9/15/2000,27.44,89.94,3.146666667,100.37,14.34,25.58
9/16/2000,27.51,90.12,3.65,100.44,6.69,25.69
9/17/2000,26.82,93.06,3.303333333,100.62,8.82,25.58
9/18/2000,26.5,92.19,4.31,100.58,12.74,25.11
9/19/2000,25.44,93.44,4.486666667,100.71,19.68,24.31
9/20/2000,25.41,91.44,3.27,100.86,33.12,23.9
9/21/2000,25.33,87.94,2.69,100.97,6.79,23.13
9/22/2000,25.51,86.5,2.14,101.02,3.15,23.01
9/23/2000,26.86,85.5,1.756666667,100.79,3.11,24.09
9/24/2000,26.41,91.62,3.403333333,100.68,4.47,24.9
9/25/2000,26.65,91.31,3.113333333,100.64,7.31,25.08
9/26/2000,26.37,93.19,3.026666667,100.68,5.42,25.16
9/27/2000,26.79,86.81,1.176666667,100.64,1.29,24.31
9/28/2000,27.21,81.44,1.426666667,100.55,0,23.59
9/29/2000,26.69,82.5,2.503333333,100.5,0,23.29
9/30/2000,26.62,85.75,2.016666667,100.44,0,23.9
10/1/2000,26.54,87.5,3.1,100.48,2.98,24.24
10/2/2000,26.38,91.12,4.386666667,100.54,6.93,24.79
10/3/2000,26.63,89.19,2.983333333,100.58,0.64,24.64
10/4/2000,27.35,87.31,1.806666667,100.68,4.4,24.9
10/5/2000,27.56,87.94,1.563333333,100.78,2.77,25.25
10/6/2000,28.11,83.69,1.29,100.82,0.42,24.95
10/7/2000,28.37,81.69,1.346666667,100.74,8.54,24.8
10/8/2000,27.86,84.5,1.786666667,100.61,22.7,24.85
10/9/2000,27.6,84.69,1.5,100.47,0.51,24.65
10/10/2000,28.27,80.44,1.096666667,100.48,0.6,24.4
10/11/2000,28.46,78.69,1.083333333,100.59,0.41,24.31
10/12/2000,27.48,82.62,2.03,100.56,0.56,24.12
10/13/2000,26.5,83.62,2.906666667,100.36,0.2,23.35
10/14/2000,27.17,79.75,1.943333333,100.3,0,23.08
10/15/2000,27.94,79.88,2.163333333,100.45,0,24
10/16/2000,27.78,81.25,1.68,100.66,0.34,24.18
10/17/2000,26.99,87.25,1.86,100.71,1.23,24.62
10/18/2000,27.64,82.69,1.316666667,100.56,7.23,24.2
10/19/2000,27.51,83.88,1.81,100.51,5.43,24.37
10/20/2000,27.12,75.75,1.653333333,100.6,0.36,22.22
10/21/2000,26.68,80.81,1.573333333,100.57,5.86,23.01
10/22/2000,26.32,82,1.82,100.53,5.98,22.83
10/23/2000,26.62,76.38,1.34,100.51,1.53,21.9
10/24/2000,25.44,80.19,1.83,100.73,0.91,21.57
10/25/2000,24.51,79,2.346666667,100.87,0,20.3
10/26/2000,25.44,76.19,1.68,100.82,0,20.53
10/27/2000,23.34,92.19,4.063333333,100.85,61.1,22.02
10/28/2000,23.41,94.38,5.383333333,100.74,62.33,22.46
10/29/2000,23.87,91.38,3.803333333,100.8,3.04,22.32
10/30/2000,23.92,84.12,2.056666667,100.86,0,20.89
10/31/2000,23.68,82.44,1.906666667,100.9,0,20.32
11/1/2000,23.87,80.62,2.266666667,101.06,0,20.14
11/2/2000,24.13,77.5,2.006666667,101.17,0,19.68
11/3/2000,23.89,77.81,1.93,101.28,0,19.52
11/4/2000,23.26,79.38,2.206666667,101.31,0,19.27
11/5/2000,23.31,78.81,1.91,101.08,0,19.27
11/6/2000,23.97,74.31,1.14,100.88,0.1,18.94
11/7/2000,23.43,74.19,1.486666667,101.06,0.01,18.4
11/8/2000,21.71,79.69,2.183333333,101.11,0,17.89
11/9/2000,22.09,75.69,1.66,100.98,0,17.48
11/10/2000,22.47,79.88,1.426666667,101.11,0,18.69
11/11/2000,22.89,79.88,1.426666667,101.24,0,18.94
11/12/2000,23.04,74.38,1.31,101.07,0.03,17.8
11/13/2000,22.97,74.44,1.04,100.93,0.09,17.79
11/14/2000,23.05,75.94,1.476666667,101.03,0.01,18.3
11/15/2000,21.97,81.06,2.27,101.21,0,18.37
11/16/2000,21.76,79.19,1.856666667,101.17,0,17.76
11/17/2000,21.9,75.62,1.553333333,101.11,0,17.13
11/18/2000,22.27,75.12,1.343333333,100.98,0,17.48
11/19/2000,22.6,76.75,1.696666667,100.97,0.01,18.11
11/20/2000,22.86,76.19,1.2,101.04,0,18.23
11/21/2000,21.83,82.31,2.093333333,101.14,0,18.46
11/22/2000,21.75,79.81,2.226666667,101.26,0,17.82
11/23/2000,21.74,77,2.17,101.37,0,17.25
11/24/2000,21.87,78.38,1.773333333,101.19,0,17.8
11/25/2000,20.97,78.38,2.236666667,101.12,0,16.83
11/26/2000,20.4,78.12,2,101.19,0,16.08
11/27/2000,21.26,71.44,1.343333333,101.21,0,15.44
11/28/2000,21.18,71.06,1.71,101.15,1.38,15.28
11/29/2000,21.56,71,1.42,101.2,2.5,15.83
11/30/2000,20.87,68.44,2.35,101.29,0,14.31
12/1/2000,19.83,68.44,2.47,101.28,0,13.34
12/2/2000,17.96,67.12,3.08,101.44,0,11.01
12/3/2000,17.11,68.75,2.66,101.43,0,10.83
12/4/2000,17.4,74.81,1.726666667,101.18,0,12.3
12/5/2000,17.48,66.06,1.673333333,101.15,0,10.59
12/6/2000,17.6,66.25,1.856666667,101.25,0,10.89
12/7/2000,17.26,72.88,2.35,101.35,0,11.9
12/8/2000,17.44,74.25,1.923333333,101.24,0,12.33
12/9/2000,18.05,72.12,1.793333333,101.15,0,12.55
12/10/2000,18.51,68,1.51,101.26,0,12.15
12/11/2000,18.37,67.88,1.38,101.35,0.06,11.98
12/12/2000,17.74,71.44,2.126666667,101.35,0.09,12.12
12/13/2000,17.37,76.12,2.42,101.18,0,12.71
12/14/2000,17.83,72.94,1.53,101.17,0,12.43
12/15/2000,18.43,70.19,1.7,101.31,0,12.57
12/16/2000,18.37,68.06,1.603333333,101.47,0,11.93
12/17/2000,18.15,68.25,1.693333333,101.43,0,11.61
12/18/2000,18.32,66.81,1.48,101.19,0,11.6
12/19/2000,18.02,67.81,1.79,101.1,0,11.56
12/20/2000,17.75,67.75,1.703333333,101.28,0,11.27
12/21/2000,17.95,68.81,1.673333333,101.3,0,11.69
12/22/2000,18.19,72.44,2.03,101.27,0,12.58
12/23/2000,18.97,69.94,1.433333333,101.26,0,12.69
12/24/2000,19.55,60.81,0.916666667,101.25,0,11.22
12/25/2000,19.05,61.12,1.283333333,101.24,0,10.82
12/26/2000,19.09,60.38,1.316666667,101.27,0,10.65
12/27/2000,19.07,64.12,1.71,101.33,0,11.64
12/28/2000,18.8,66.38,2.256666667,101.33,0,11.9
12/29/2000,18.08,63.69,2.46,101.31,0,10.53
12/30/2000,17.66,67.19,2.653333333,101.26,0,10.8
12/31/2000,17.89,67.38,1.766666667,101.17,0,11.08
1/1/2001,18.08,68.06,1.836666667,101.05,0,11.65
1/2/2001,18.78,70.56,3.436666667,101.17,0.03,12.91
1/3/2001,19.19,71.75,3.433333333,101.27,0,13.48
1/4/2001,16.4,64.69,3.266666667,101.33,0,9
1/5/2001,15.23,63.5,2.413333333,101.41,0,7.63
1/6/2001,14.45,63.25,2.893333333,101.47,0,6.92
1/7/2001,14.73,68,2.39,101.27,0,8.16
1/8/2001,15.56,63.62,2.236666667,101.17,0,8.1
1/9/2001,16.59,55.25,1.903333333,101.26,0,7.03
1/10/2001,15.21,55.5,2.706666667,101.3,0,5.59
1/11/2001,13.98,51.94,2.466666667,101.24,0,3.55
1/12/2001,13.99,53.19,2.47,101.3,0,4.05
1/13/2001,14.57,57.62,2.613333333,101.26,0,5.57
1/14/2001,15.42,54.19,2.26,101.31,0,5.56
1/15/2001,15.94,55.5,2.56,101.38,0,6.3
1/16/2001,16.26,63.69,2.733333333,101.36,0,8.55
1/17/2001,17.32,59.25,2.6,101.45,0,8.45
1/18/2001,16.95,61.44,2.89,101.35,0,8.6
1/19/2001,17.23,59.06,2.823333333,101.36,0,8.22
1/20/2001,17.66,58.94,2.526666667,101.28,0,8.61
1/21/2001,17.44,54.62,2.346666667,101.12,0,7.36
1/22/2001,18.46,41.56,1.386666667,101,0,4.52
1/23/2001,19.13,55.31,2.643333333,100.83,0.05,9.61
1/24/2001,17.43,54.25,2.89,100.93,0,6.74
1/25/2001,14.95,45.75,2.716666667,101.06,0,2.3
1/26/2001,14.76,41.19,2.07,101.07,0,0.9
1/27/2001,14.95,44,1.663333333,101.1,0,2.1
1/28/2001,15.65,49.56,1.826666667,101.13,0,4.3
1/29/2001,16.34,50.56,1.873333333,101.13,0,5.43
1/30/2001,17.37,50.81,1.09,101.08,0,6.83
1/31/2001,17.95,53.69,2.023333333,100.89,0,7.51
2/1/2001,19.71,55.06,2.103333333,100.81,0,9.01
2/2/2001,20.83,54.5,2.263333333,100.77,0,9.77
2/3/2001,19.74,42.69,2.2,100.91,0,5.59
2/4/2001,18.76,40.81,3.023333333,101.01,0,3.87
2/5/2001,19.98,35.31,2.186666667,101.01,0,3.26
2/6/2001,20.61,42.5,2.353333333,101,0,6.57
2/7/2001,18.93,44.19,2.62,101.04,0,5.44
2/8/2001,18.73,35.62,2.04,100.94,0,2.33
2/9/2001,19.08,33.81,1.156666667,100.92,0,1.8
2/10/2001,19.05,36.44,1.35,100.9,0,3.18
2/11/2001,19.51,40.31,1.786666667,100.88,0,4.66
2/12/2001,18.94,47.44,2.33,101.08,0,6.37
2/13/2001,19.31,47.25,2.786666667,101.08,0,6.84
2/14/2001,20.44,42.69,2.28,101.07,0,6.08
2/15/2001,22.33,38.56,1.896666667,101.09,0,6.23
2/16/2001,23.17,37.88,1.936666667,101.2,0,7.06
2/17/2001,23.97,39.19,1.916666667,101.19,0,8.41
2/18/2001,24.67,38.88,1.513333333,101.06,0,9
2/19/2001,24.28,46.38,2.203333333,100.97,0.05,11.13
2/20/2001,24.09,35.38,1.903333333,100.99,0,7.07
2/21/2001,23.12,41.94,2.576666667,100.78,0.47,8.66
2/22/2001,23.18,49.56,1.69,100.8,0.69,10.79
2/23/2001,23.01,43.31,2.086666667,100.89,0,8.22
2/24/2001,23.13,44,2.446666667,100.77,0.71,8.83
2/25/2001,24.68,66.56,3.893333333,100.58,1.86,16.72
2/26/2001,24.76,80.94,4.773333333,100.64,26.57,20.91
2/27/2001,25.77,66.19,2.03,101.03,6.01,17.76
2/28/2001,25.37,62.88,2.01,101.32,0,16.56
3/1/2001,24.94,57.88,2.503333333,101.3,1.22,15.14
3/2/2001,25.27,49.81,2.996666667,101.28,0,13.4
3/3/2001,24.44,36.44,3.073333333,101.35,0,6.03
3/4/2001,24.73,31.38,2.243333333,101.14,0,5.03
3/5/2001,23.58,38.75,3.736666667,101.08,0.23,7.43
3/6/2001,23.48,49.44,2.43,101.1,0,11.59
3/7/2001,23.32,46.38,2.813333333,101.16,0,9.44
3/8/2001,23.6,40.19,2.706666667,101,0,7.55
3/9/2001,24.45,35.94,2.296666667,100.96,0,7.07
3/10/2001,24.62,30.38,2.286666667,100.98,0,4.37
3/11/2001,24.98,27.06,2.143333333,101.09,0,3.33
3/12/2001,24.95,28.44,2.44,100.99,0,3.76
3/13/2001,25.89,26.69,2.306666667,100.89,0,4.21
3/14/2001,26.01,32.38,1.7,100.96,0.11,6.64
3/15/2001,27.17,46.06,2.17,101.01,0.19,13.32
3/16/2001,27.47,39.31,2.61,100.79,0,9.86
3/17/2001,27.51,32,2.086666667,100.69,0,7.98
3/18/2001,27.75,36.44,2.39,100.78,2.53,9.56
3/19/2001,27.91,30.5,1.896666667,100.85,0,6.84
3/20/2001,28.01,28.5,2.073333333,100.7,0,5.88
3/21/2001,28.55,37.25,2.21,100.5,0,10.34
